250190390,KRAKÓW-OBSERWATORIUM,2022,08,01,19.6,,78.5,,1.3,,5.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,02,21.7,,79.8,,1.3,,5.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,03,21.6,,72.3,,1.3,,1.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,04,22.1,,72.0,,1.3,,2.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,05,23.7,,63.8,,1.3,,.3,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,06,21.3,,86.3,,1.7,,7.3,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,07,18.4,,74.3,,1.7,,5.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,08,18.2,,64.3,,1.3,,6.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,09,20.3,,60.0,,2.0,,2.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,10,19.2,,60.0,,1.7,,1.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,11,18.5,,68.5,,1.3,,5.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,12,18.8,,76.3,,2.3,,4.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,13,19.7,,90.3,,1.7,,7.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,14,21.5,,84.8,,1.0,,6.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,15,22.0,,80.5,,1.3,,6.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,16,22.2,,76.8,,1.3,,3.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,17,23.6,,74.8,,1.7,,1.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,18,23.5,,76.0,,2.0,,2.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,19,25.6,,65.0,,2.3,,3.3,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,20,23.3,,75.8,,1.3,,6.3,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,21,19.8,,90.0,,2.0,,7.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,22,19.2,,95.0,,1.0,,6.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,23,20.9,,86.3,,1.7,,6.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,24,21.6,,87.8,,.7,,7.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,25,22.4,,80.0,,1.3,,2.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,26,21.9,,63.8,,2.0,,.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,27,21.7,,69.5,,1.3,,4.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,28,20.6,,88.8,,.7,,7.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,29,20.0,,80.3,,2.0,,4.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,30,17.6,,78.5,,1.3,,4.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,08,31,16.5,,75.8,,2.0,,5.0,
