"349190600","BIELSKO-BIA£A","2023","04","01",.0,"8",4.9,"",8.8,"",9.1,"",79.9,"",954.6,"",1002.0,"",1.3,"",2.4,""
"349190600","BIELSKO-BIA£A","2023","04","02",.0,"8",2.8,"",4.4,"",7.9,"",93.8,"",965.2,"",1013.9,"",10.0,"",.7,""
"349190600","BIELSKO-BIA£A","2023","04","03",.0,"8",3.1,"",.6,"",4.5,"",71.5,"",974.8,"",1024.6,"",.6,"",.0,""
"349190600","BIELSKO-BIA£A","2023","04","04",.0,"8",2.9,"",-.7,"",3.7,"",64.8,"",974.8,"",1024.9,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2023","04","05",.0,"8",1.5,"",-.5,"",3.3,"",57.3,"",973.0,"",1023.0,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2023","04","06",.0,"8",1.9,"",-.8,"",4.4,"",75.6,"",971.4,"",1021.4,"",.4,"",2.4,""
"349190600","BIELSKO-BIA£A","2023","04","07",.0,"8",2.5,"",.5,"",6.1,"",95.5,"",968.6,"",1018.2,"",3.0,"",.1,""
"349190600","BIELSKO-BIA£A","2023","04","08",.0,"8",3.0,"",3.8,"",6.8,"",85.6,"",972.9,"",1022.1,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2023","04","09",.0,"8",1.5,"",6.1,"",7.6,"",81.3,"",976.3,"",1025.2,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2023","04","10",.0,"8",2.1,"",6.6,"",8.9,"",91.6,"",976.1,"",1024.9,"",.8,"",.1,""
"349190600","BIELSKO-BIA£A","2023","04","11",.0,"8",4.1,"",7.9,"",7.9,"",77.0,"",965.8,"",1013.9,"",1.7,"",.3,""
"349190600","BIELSKO-BIA£A","2023","04","12",.0,"8",2.9,"",7.0,"",6.7,"",68.9,"",962.3,"",1010.4,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2023","04","13",.0,"8",2.6,"",9.8,"",7.7,"",64.9,"",958.8,"",1006.2,"",.4,"",4.3,""
"349190600","BIELSKO-BIA£A","2023","04","14",.0,"8",3.0,"",10.2,"",9.6,"",78.6,"",956.1,"",1003.4,"",.4,"",.0,""
"349190600","BIELSKO-BIA£A","2023","04","15",.0,"8",2.8,"",9.1,"",7.7,"",67.4,"",959.9,"",1007.5,"",1.3,"",.7,""
"349190600","BIELSKO-BIA£A","2023","04","16",.0,"8",1.9,"",9.1,"",7.8,"",69.5,"",968.8,"",1016.9,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2023","04","17",.0,"8",2.5,"",7.8,"",9.5,"",89.8,"",971.5,"",1019.9,"",.8,"",1.1,""
