250190390,KRAKÓW-OBSERWATORIUM,2022,05,01,13.1,,51.3,,1.0,,5.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,02,14.4,,60.3,,1.3,,3.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,03,14.4,,61.0,,1.3,,4.3,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,04,15.1,,56.8,,2.0,,3.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,05,15.2,,59.8,,1.3,,5.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,06,14.5,,84.5,,.7,,8.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,07,15.5,,65.5,,1.3,,7.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,08,16.5,,73.3,,2.0,,6.3,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,09,16.0,,64.5,,1.3,,2.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,10,14.4,,52.3,,1.7,,1.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,11,18.2,,50.3,,2.0,,4.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,12,21.2,,49.5,,2.7,,4.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,13,17.6,,62.0,,1.7,,4.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,14,16.6,,58.0,,2.7,,5.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,15,16.8,,54.0,,2.0,,2.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,16,16.1,,59.5,,1.0,,3.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,17,16.5,,58.3,,2.3,,5.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,18,12.2,,50.3,,1.0,,.3,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,19,16.0,,48.0,,1.3,,2.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,20,19.7,,53.0,,1.7,,4.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,21,19.7,,71.3,,3.3,,6.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,22,14.9,,66.5,,2.7,,6.3,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,23,13.7,,68.5,,1.3,,5.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,24,15.4,,79.8,,.7,,7.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,25,15.2,,96.8,,1.7,,8.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,26,16.2,,64.0,,3.3,,5.3,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,27,15.3,,68.3,,2.7,,7.3,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,28,12.8,,66.0,,3.0,,4.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,29,13.0,,55.3,,1.3,,5.0,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,30,14.2,,68.3,,1.7,,5.7,
250190390,KRAKÓW-OBSERWATORIUM,2022,05,31,16.7,,54.8,,2.0,,3.7,
